name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price
Toyota,2015,90000,Diesel,Individual,Manual,First Owner,15.4,2523,75,9,720000
Nissan,2006,80000,Petrol,Individual,Manual,Second Owner,,,,,70000
Ford,2016,70000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5,535000
Nissan,2015,91000,Diesel,Individual,Manual,Third Owner,24.4,1120,71,5,320000
Ford,2015,90000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,500000
Toyota,2014,110000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7,525000
Ford,2019,90000,Petrol,Individual,Manual,First Owner,23.01,999,67,5,220000
Ford,2018,50000,Petrol,Individual,Manual,First Owner,23.84,1199,84,5,350000
Ford,2016,60000,Diesel,Individual,Manual,First Owner,18.49,1493,100,7,530000
Ford,2013,35000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,215000
Toyota,2012,100000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5,335000
BMW,2015,90000,Diesel,Individual,Manual,Second Owner,24.4,1120,71,5,320000
Honda,2011,120000,Diesel,Individual,Manual,Second Owner,20,1399,68,5,135000
Toyota,2009,95000,Petrol,Individual,Manual,Second Owner,19,998,66.1,5,175000
Ford,2017,35000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,800000
BMW,2007,38000,Petrol,Individual,Manual,Second Owner,15.3,1193,65.3,5,78000
Honda,2014,56000,Petrol,Individual,Manual,Second Owner,17.4,1497,117.3,5,565000
BMW,2017,50000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,575000
Toyota,2014,70000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,170000
Honda,2014,30000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,250999
Toyota,2015,188000,Diesel,Individual,Manual,First Owner,16,2179,140,7,950000
Toyota,2014,60000,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5,650000
Nissan,2013,133000,Diesel,Individual,Manual,First Owner,14,2179,138.1,7,550000
Ford,2010,160000,Diesel,Individual,Manual,First Owner,12.8,2494,102,7,650000
Ford,2013,150000,Diesel,Individual,Manual,Second Owner,15.1,2179,140,7,800000
Toyota,2020,30000,Petrol,Individual,Manual,First Owner,22.05,796,47.3,5,250999
Toyota,2013,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,170000
Honda,2013,30000,Diesel,Individual,Manual,First Owner,19.09,1396,69,5,250000
Toyota,2014,80000,Petrol,Individual,Manual,First Owner,13.7,1399,98.82,7,312000
Nissan,2014,20000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,250000
Honda,2013,80000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,200000
Nissan,2016,73000,Diesel,Individual,Manual,First Owner,15.4,2523,75,7,670000
BMW,2017,50000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,270000
Toyota,2012,200000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,360000
Ford,2018,46000,Diesel,Individual,Manual,First Owner,28.4,1248,74,5,630000
Toyota,2003,36088,Petrol,Individual,Manual,First Owner,16.1,796,37,4,55599
Nissan,2018,50000,Diesel,Individual,Manual,First Owner,23.5,909,45,8,400000
Toyota,2014,50000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,420000
Nissan,2018,25000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5,764000
Ford,2019,30000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,710000
Ford,2018,30000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7,1575000
Honda,2018,13000,Diesel,Individual,Manual,First Owner,17,2200,139.01,7,1050000
Ford,2019,15000,Petrol,Individual,Manual,First Owner,19.01,1462,103.2,6,1000000
Ford,2017,44000,Diesel,Dealer,Manual,First Owner,23.65,1248,88.5,5,650000
Honda,2015,63000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5,600000
Toyota,2016,110000,Diesel,Individual,Manual,First Owner,18.49,1493,100,7,509999
Nissan,2017,14000,Petrol,Individual,Manual,First Owner,19.1,1197,82,5,610000
Ford,2017,35000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,310000
Nissan,2016,35000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,720000
BMW,2012,110000,Diesel,Individual,Manual,Second Owner,19.09,1396,69,5,158000
Nissan,2011,85700,Diesel,Individual,Manual,Second Owner,17,1405,70,5,175000
Nissan,2010,120000,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,5,217000
Ford,2013,50000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,484999
BMW,2012,100000,Diesel,Individual,Manual,First Owner,,,,,315000
Honda,2016,35000,Diesel,Individual,Manual,First Owner,24.4,1120,71,5,550000
Ford,2012,70000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5,280000
Ford,2013,90000,Petrol,Individual,Manual,First Owner,14.09,1596,99.6,5,350000
Ford,2017,42000,Diesel,Individual,Manual,Second Owner,16,2179,140,7,1150000
Toyota,2016,30000,Petrol,Individual,Manual,Second Owner,18.9,1197,82,5,420000
Honda,2017,80000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5,810000
Ford,2011,90000,Petrol,Individual,Manual,Third Owner,17,1197,80,5,290000
Honda,2012,60000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5,180000
Ford,2010,162000,Petrol,Individual,Manual,First Owner,15.37,1196,73,5,160000
Nissan,2017,70000,Petrol,Individual,Manual,Third Owner,23.9,624,37.48,4,66000
Toyota,2015,20000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5,369000
Ford,2012,80000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.1,7,300000
Toyota,2008,90000,Diesel,Individual,Manual,First Owner,13.6,2523,63,7,350000
Honda,2008,120000,Petrol,Individual,Automatic,Second Owner,19.2,1197,80,5,220000
Ford,2005,220000,Diesel,Individual,Manual,First Owner,14.8,2499,80,10,160000
Toyota,2009,100000,Diesel,Individual,Manual,Second Owner,17.8,1248,75,5,221000
Toyota,2017,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,400000
Toyota,2004,120000,Petrol,Individual,Manual,Second Owner,13.4,2362,164.7,5,250000
Toyota,2011,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.6,2523,63,7,390000
BMW,2012,110000,Petrol,Individual,Manual,First Owner,15.37,1196,73,5,190000
BMW,2017,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,300000
Ford,2017,27000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,750000
Toyota,2016,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5,650000
Nissan,2018,40000,Petrol,Individual,Manual,First Owner,17.8,1198,86.7,5,635000
Toyota,2013,88000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,520000
Honda,2020,50000,Diesel,Individual,Manual,First Owner,16.36,2179,140,7,1500000
BMW,2012,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,415000
Nissan,2019,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,5,700000
Toyota,2017,26000,Petrol,Individual,Manual,Second Owner,21.21,1197,81.8,5,484999
BMW,2007,80000,Petrol,Individual,Manual,Second Owner,16.6,1388,68,5,120000
Honda,2014,60000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,220000
Ford,2014,80000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,320000
Toyota,2011,90000,Diesel,Individual,Manual,Second Owner,22.9,1248,74,5,375000
Toyota,2012,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,440000
Nissan,2019,15000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,5,550000
Ford,2017,35000,Diesel,Individual,Manual,Second Owner,25.2,1248,74,5,640000
Nissan,2014,120000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5,420000
Honda,2016,63000,Diesel,Individual,Manual,Third Owner,24,1120,70,5,330000
Ford,2019,25000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,5,800000
Toyota,2011,64500,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,240000
Toyota,2016,100000,Diesel,Individual,Manual,Second Owner,25.32,1198,77,6,360000
Toyota,2017,40000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5,750000
Honda,2017,15000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5,570000
Ford,2015,25000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5,450000
Nissan,2016,82000,Petrol,Individual,Manual,Third Owner,18.5,1197,85.8,5,270000
BMW,2012,87000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,459999
Nissan,2015,80000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5,240000
Ford,2012,110000,Diesel,Individual,Manual,Third Owner,19.01,1461,108.45,5,320000
BMW,2011,148000,Diesel,Individual,Manual,Second Owner,21.12,1248,88.8,5,149000
BMW,2018,40000,Diesel,Individual,Manual,First Owner,16.36,2179,140,7,1500000
Ford,2011,70000,Petrol,Individual,Manual,First Owner,16.36,1495,93.7,5,180000
Honda,2012,70000,LPG,Individual,Manual,Second Owner,13.45,1086,62.1,5,185000
Honda,2008,40000,Petrol,Individual,Manual,Second Owner,16.1,796,37,4,65000
Honda,2010,120000,Diesel,Individual,Manual,First Owner,17,1405,70,5,130000
Toyota,2012,60000,Diesel,Individual,Manual,First Owner,17.8,1399,67,5,330000
BMW,2011,90000,Diesel,Dealer,Manual,First Owner,18.8,1248,90,5,190000
BMW,2014,68000,Diesel,Dealer,Manual,First Owner,22.9,1248,74,5,501000
Honda,2017,24500,Diesel,Dealer,Manual,First Owner,25.8,1498,98.6,5,600000
Nissan,2012,77000,Diesel,Dealer,Manual,Second Owner,15.1,2179,140,7,570000
Nissan,2015,85000,Diesel,Dealer,Manual,First Owner,25.8,1498,98.6,5,450000
Ford,2011,45500,Petrol,Dealer,Manual,First Owner,16.78,1496,88.73,5,285000
BMW,2014,67000,Diesel,Dealer,Manual,First Owner,28.4,1248,74,5,490000
Honda,2014,77000,Diesel,Dealer,Manual,First Owner,28.4,1248,74,5,500000
Ford,2016,47000,Petrol,Dealer,Manual,First Owner,21.1,814,55.2,5,275000
Ford,2017,57000,Petrol,Dealer,Manual,First Owner,23.84,1199,84.48,5,440000
Nissan,2018,71500,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5,825000
Nissan,2012,110000,Diesel,Dealer,Manual,First Owner,23.59,1364,67.04,5,411000
Honda,2013,82000,Diesel,Dealer,Manual,Second Owner,26.59,1248,74,5,470000
Honda,2013,70000,Diesel,Dealer,Manual,Second Owner,28.4,1248,74,5,445000
Toyota,2017,28000,Diesel,Dealer,Manual,First Owner,27.39,1248,74,5,752000
Toyota,2016,125000,Diesel,Dealer,Manual,Second Owner,21.14,1498,103.52,5,650000
Nissan,2013,67000,Diesel,Dealer,Manual,Second Owner,28.4,1248,74,5,450000
Toyota,2011,93500,Petrol,Dealer,Manual,Third Owner,17,1497,118,5,350000
Toyota,2012,8500,Petrol,Dealer,Manual,First Owner,22,1197,81.8,5,511000
BMW,2016,80000,Diesel,Dealer,Manual,First Owner,27.39,1248,74,5,700000
Ford,2016,30000,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,7,1800000
Toyota,2018,14200,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,550000
BMW,2007,97000,Petrol,Individual,Manual,First Owner,16.6,1388,68,5,142000
Honda,2012,90000,Diesel,Individual,Manual,First Owner,13.93,2179,138,7,725000
Ford,2017,30000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,630000
Nissan,2015,50000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,480000
Toyota,2016,30000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,330000
Ford,2017,20000,Petrol,Individual,Manual,First Owner,11.96,1298,80,8,500000
Nissan,2012,60300,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,5,300000
Nissan,2015,35000,Diesel,Individual,Manual,First Owner,23,1248,88.7,5,400000
Nissan,2011,80000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7,320000
BMW,2008,44391,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,180000
Nissan,2016,58000,Diesel,Individual,Manual,First Owner,27.39,1248,74,5,530000
Toyota,2015,40000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,600000
BMW,2017,66000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,7,780000
Nissan,2016,110000,Diesel,Individual,Manual,First Owner,26,1498,98.6,5,700000
Nissan,2013,56315,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5,175000
Ford,2017,70000,Diesel,Individual,Manual,First Owner,16.5,1493,70,7,735000
Honda,2013,120000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,5,325000
Toyota,2006,100000,Diesel,Individual,Manual,First Owner,14.8,2499,80,10,225000
Ford,2015,90000,Diesel,Individual,Manual,Second Owner,23,1248,88.7,5,350000
Toyota,2006,120000,LPG,Individual,Manual,Third Owner,17.3,1061,57.5,5,110000
BMW,2007,160000,Petrol,Individual,Manual,Fourth & Above Owner,18.2,998,67.1,5,85000
Nissan,2006,100000,Petrol,Individual,Manual,Fourth & Above Owner,13.4,1794,125,5,150000
Ford,2009,120000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5,225000
Honda,2010,100000,Diesel,Individual,Manual,Second Owner,18,1248,75,5,111000
BMW,2007,70000,Petrol,Individual,Manual,Third Owner,18.9,1061,67,5,150000
Toyota,2017,15151,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,300000
Toyota,2015,60000,Diesel,Individual,Manual,First Owner,15.4,1997,120,7,630000
BMW,2011,100000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,206000
Nissan,2006,110000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5,70000
Nissan,2019,7000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,5,567000
Nissan,2005,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,65000
Ford,2016,60000,Diesel,Individual,Manual,Second Owner,26.59,1248,74,5,550000
Nissan,2010,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197,78.9,5,140000
Ford,2016,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,300000
Honda,2013,70000,Petrol,Individual,Manual,Second Owner,15.85,1499,110.4,5,500000
Nissan,2015,128000,Petrol,Individual,Manual,First Owner,18.9,1197,82,5,400000
BMW,2011,160000,Diesel,Individual,Manual,Second Owner,,,,,340000
Nissan,2012,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102,8,850000
Toyota,2014,15000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5,570000
BMW,2017,60000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,699000
Nissan,2013,80000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,5,355000
Honda,2016,80000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5,690000
BMW,2006,114321,Diesel,Individual,Manual,Second Owner,17.8,1399,68,5,180000
Honda,2013,120000,Diesel,Individual,Manual,First Owner,19.4,1405,70,5,200000
Toyota,2012,120000,Diesel,Individual,Manual,Second Owner,12.05,2179,120,8,575000
Honda,2014,146000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,5,415000
Nissan,2012,30000,LPG,Individual,Manual,First Owner,19.2,1086,68.05,5,350000
Honda,2017,20000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,350000
Honda,2017,150000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5,632000
Ford,2014,70000,CNG,Individual,Manual,Second Owner,21.94,1196,61.7,5,325000
BMW,2013,90000,Petrol,Individual,Manual,Second Owner,16.3,1797,147.5,5,511000
Toyota,2010,100000,Petrol,Individual,Manual,Third Owner,17,1497,118,5,300000
Ford,2005,188000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5,70000
BMW,2008,100000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,5,180000
Toyota,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177,5,2711000
Honda,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5,5150000
Ford,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177,5,3200000
BMW,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,503000
Toyota,2019,20000,Diesel,Individual,Automatic,First Owner,18,1969,190,5,3800000
Toyota,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,2000000
Honda,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,225000
Honda,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74,5,740000
BMW,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,550000
BMW,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,750000
Honda,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22,1197,81.8,5,650000
Nissan,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,625000
Nissan,2018,69779,Petrol,Dealer,Automatic,First Owner,22,1197,81.8,5,600000
BMW,2017,56290,Diesel,Dealer,Manual,First Owner,24,1186,73.97,5,450000
Nissan,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5,5400000
Ford,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5,5500000
Toyota,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19,1199,88.76,5,779000
Toyota,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,645000
BMW,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150,5,2475000
Honda,2017,37333,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,730000
Nissan,2014,15000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7,450000
Nissan,2012,330000,Petrol,Individual,Manual,Second Owner,13.44,2359,198.25,5,550000
Toyota,2017,60000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5,420000
Toyota,2016,80000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05,5,509999
BMW,2015,110000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7,905000
Nissan,2010,134000,Diesel,Individual,Manual,Second Owner,,,,,240000
Ford,2011,72000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,140000
Nissan,2006,140000,Diesel,Individual,Manual,Second Owner,12.8,2494,102,8,300000
Honda,2015,80000,Petrol,Individual,Manual,Second Owner,18.5,1197,85.8,5,300000
BMW,2010,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,225000
Ford,2015,90000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8,860000
BMW,2012,100000,Diesel,Individual,Manual,Second Owner,20.46,1461,83.8,5,400000
Honda,2009,90000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,5,190000
Toyota,2013,140000,Diesel,Individual,Manual,Third Owner,25.8,1498,98.6,5,350000
BMW,2010,120000,Petrol,Individual,Manual,First Owner,18,995,62,5,75000
Ford,2019,35000,Diesel,Individual,Automatic,First Owner,24.3,1248,88.5,5,860000
Toyota,2014,50000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5,250000
Ford,2017,82000,Diesel,Individual,Manual,First Owner,24.8,1396,88.7,5,700000
Nissan,2014,70000,Diesel,Individual,Manual,Third Owner,25.2,1248,74,5,399000
Ford,2016,90000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5,320000
BMW,2015,60000,Diesel,Individual,Automatic,First Owner,12.55,2982,168.5,7,2000000
Nissan,2014,79000,Diesel,Individual,Manual,Second Owner,20.6,1968,141,5,1100000
Toyota,2011,291000,Diesel,Individual,Manual,Second Owner,12.8,2494,102,7,750000
Toyota,2010,250000,Diesel,Individual,Manual,Second Owner,12.8,2494,102,7,750000
Honda,2018,20000,Diesel,Individual,Manual,First Owner,15.96,2523,63,9,530000
BMW,2017,53000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,750000
Ford,2017,21500,Petrol,Individual,Automatic,First Owner,19.34,1198,76,5,560000
Ford,2017,89000,Diesel,Individual,Manual,First Owner,27.28,1047,69,5,450000
Toyota,2013,35000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5,459999
Ford,2013,43000,Petrol,Individual,Manual,Second Owner,19,998,67.1,5,235000
Toyota,2009,80000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5,180000
Toyota,2007,80000,Petrol,Individual,Manual,Second Owner,17.8,1086,63,5,140000
Nissan,2014,110000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,620000
Nissan,2012,100000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,190000
Toyota,2018,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,380000
Nissan,2019,20000,Diesel,Individual,Manual,First Owner,23,1498,98.96,5,1145000
Honda,2017,70000,Diesel,Individual,Manual,First Owner,22.95,1248,74,5,540000
Toyota,2011,197000,Diesel,Individual,Manual,First Owner,12.8,2494,102,7,800000
BMW,2006,100000,Petrol,Individual,Manual,Second Owner,14,1061,64,5,150000
Ford,1995,70000,Petrol,Individual,Manual,First Owner,16.1,796,37,4,55000
Toyota,2015,140000,Diesel,Individual,Manual,First Owner,16,2179,140,7,919999
Ford,2008,86000,Petrol,Individual,Manual,Second Owner,,,,,75000
Nissan,2009,50000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,135000
Ford,2017,40300,Petrol,Individual,Manual,First Owner,23.84,1199,84,5,340000
Toyota,2010,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102,8,525000
Toyota,2016,25000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,5,411000
BMW,2010,155000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,5,150000
Honda,2015,50000,Petrol,Individual,Automatic,First Owner,19,1199,88.7,5,575000
Ford,2017,30030,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,5,595000
BMW,2017,29029,Petrol,Dealer,Manual,First Owner,19.1,1197,82,5,525000
BMW,2012,72072,Diesel,Dealer,Manual,First Owner,21.1,1248,73.9,5,335000
Toyota,2012,54000,Diesel,Individual,Manual,First Owner,20,1399,68,5,300000
Nissan,2012,82082,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5,415000
Toyota,2016,48000,Diesel,Individual,Manual,Second Owner,16,2179,140,7,925000
Ford,2016,20000,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,7,750000
Nissan,2018,49000,Diesel,Individual,Automatic,First Owner,22,1582,126.2,5,1150000
BMW,2015,35000,Petrol,Individual,Manual,Third Owner,19.44,1198,67,7,260000
Ford,2017,67000,CNG,Individual,Manual,First Owner,33.44,796,40.3,4,260000
BMW,2011,80600,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,347000
Nissan,2013,58609,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,195000
Nissan,2016,33003,Petrol,Individual,Manual,First Owner,15.7,1172,67,5,265000
Toyota,2016,43000,CNG,Individual,Manual,Second Owner,26.6,998,58.16,5,320000
Toyota,2016,16500,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,590000
Honda,2012,138000,Diesel,Individual,Manual,Second Owner,12.8,2494,102,8,650000
Honda,2013,165500,Diesel,Individual,Manual,Second Owner,14,2523,75,9,509999
Ford,2011,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,350000
BMW,2018,30000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5,749000
Ford,2010,70000,Diesel,Individual,Manual,Second Owner,19.09,1396,69,5,150000
Toyota,2001,80000,Petrol,Individual,Manual,Second Owner,,,,,33983
Toyota,2003,170000,Petrol,Individual,Manual,Third Owner,17.3,993,60,5,58000
Toyota,2011,120000,Diesel,Individual,Manual,Third Owner,21,1461,64.1,5,200000
Honda,1998,47990,Diesel,Individual,Manual,Second Owner,,,,,210000
Honda,2014,168000,Diesel,Individual,Manual,Second Owner,22.3,1248,74,5,240000
Ford,2017,60000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,5,515000
Toyota,2008,120000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,145000
Toyota,2016,5800,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5,450000
Honda,2010,68700,Petrol,Individual,Manual,Third Owner,19,998,66.1,5,179000
Nissan,2007,108000,Petrol,Individual,Manual,Third Owner,13.9,1599,103.2,5,220000
Nissan,2020,40000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,500000
Toyota,2009,100000,Diesel,Individual,Manual,Second Owner,17.8,1399,67,5,190000
Nissan,2015,40000,Diesel,Individual,Manual,First Owner,25.44,936,56.3,5,200000
Ford,2018,90000,Petrol,Individual,Manual,First Owner,17,1497,121.36,5,850000
BMW,2011,60000,Petrol,Individual,Manual,Second Owner,16.47,1198,73.9,5,270000
Ford,2016,17000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,335000
Nissan,2018,5000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,459999
Toyota,2017,60000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,710000
Toyota,2015,140000,Diesel,Individual,Manual,Second Owner,26.59,1248,74,5,330000
Honda,2017,15000,Diesel,Individual,Manual,First Owner,17.1,1956,170,5,1515000
Toyota,2018,25000,Petrol,Individual,Manual,First Owner,17,1198,108.5,5,750000
Honda,2016,50000,Petrol,Individual,Manual,Second Owner,16.2,995,62.1,5,160000
Honda,2016,60000,Diesel,Individual,Manual,Second Owner,25.44,936,56.3,5,215000
Honda,2012,40000,Petrol,Individual,Manual,Second Owner,25.4,624,38,4,60000
Toyota,2014,72000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5,480000
Toyota,2012,195000,Diesel,Individual,Manual,Second Owner,21.12,1248,88.8,5,140000
Nissan,2012,70000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,200000
Nissan,2013,83000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5,400000
Nissan,2012,100000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,180000
Ford,2015,25000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,550000
Honda,2016,50000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5,550000
Ford,2012,67000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,550000
BMW,2011,30000,Petrol,Individual,Manual,First Owner,19,998,67.1,5,270000
Ford,2013,85000,Diesel,Individual,Manual,First Owner,23.08,1461,63.12,5,315000
Ford,2018,25000,Diesel,Individual,Manual,First Owner,16.55,2498,105,6,875000
BMW,2007,170000,Diesel,Individual,Manual,First Owner,12.8,2494,102,8,400000
BMW,2014,110000,Diesel,Individual,Manual,First Owner,14,2523,75,8,540000
Honda,2017,60000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5,350000
BMW,2011,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,360000
Honda,2014,31000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,300000
Ford,2014,100000,Diesel,Individual,Manual,First Owner,24,1120,70,5,350000
Toyota,2016,130000,Diesel,Individual,Manual,First Owner,17.45,1493,100,7,650000
Toyota,2016,20000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,350000
Ford,2017,60000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5,700000
